mirna_info	isomiR_rpm_embryo	miRNA_rpm_embryo	Total_rpm_embryo	isomiR_rpm_L1	miRNA_rpm_L1	Total_rpm_L1	isomiR_rpm_L2	miRNA_rpm_L2	Total_rpm_L2	isomiR_rpm_L3	miRNA_rpm_L3	Total_rpm_L3	isomiR_rpm_L4	miRNA_rpm_L4	Total_rpm_L4	isomiR_rpm_YA	miRNA_rpm_YA	Total_rpm_YA	isomiR_rpm_dauer	miRNA_rpm_dauer	Total_rpm_dauer
cel-miR-1022-5p	7.5222965571389	21.7833171133814	29.3056136705203	199.186956497664	454.380412280612	653.567368778275	257.331789342597	349.464569879247	606.796359221845	87.0977080212962	69.3089661132858	156.406674134582	40.4840825621004	38.1420281990037	78.6261107611041	18.8024954540019	22.1011788669847	40.9036743209866	89.3374012194555	238.056653249473	327.394054468929
cel-miR-36-5p(*)	174.736680441872	1588.92843318398	1763.66511362586	0.949262699750581	2.68957764929331	3.63884034904389	0.666662666690667	1.73332293339573	2.3999856000864	0.671273279547562	1.00690991932134	1.6781831988689	6.8588734919261	10.3719550365712	17.2308285284973	5.44282763142161	11.5453919454398	16.9882195768614	17.7828002427352	62.2398008495733	80.0226010923085
cel-miR-788-5p(*)	22.7236041830237	143.39377812046	166.117382303484	65.0244949329148	120.239941968407	185.264436901322	228.665294674899	448.130644549466	676.795939224365	111.431364404895	169.160866445986	280.592230850881	16.394380541677	12.7140093996679	29.1083899413449	4.45322260752677	1.31947336519312	5.77269597271989	61.4988508394593	363.171354957289	424.670205796748
cel-miR-359	4.70143534821181	11.7535883705295	16.4550237187413	31.1674586418107	148.243191611049	179.41065025286	19.4665498673675	65.4662738690235	84.9328237363909	80.2171569059336	146.505393261255	226.722550167189	196.230697708032	377.739910848028	573.97060855606	191.488572123651	478.309094882505	669.797667006156	1.79945002456249	7.19780009824997	8.99725012281247
cel-miR-75-3p	2.50743218571296	95.1257085454856	97.6331407311985	4.27168214887762	50.4691335367392	54.7408156856169	15.4665738672235	134.932523738191	150.399097605414	16.6140136688022	215.814359374541	232.428373043343	22.2495164494188	291.418478608177	313.667995057596	18.1427587714054	205.837844970126	223.980603741532	25.7215503510992	620.175158465391	645.89670881649
cel-miR-2-5p(*)	136.028196074928	699.573579813917	835.601775888846	1.5821044995843	5.85378664846192	7.43589114804622	3.73331093346773	15.0665762672091	18.7998872006768	2.01381983864269	5.70582287615428	7.71964271479696	3.01121275255292	6.69158389456205	9.70279664711497	1.15453919454398	3.46361758363193	4.61815677817591	79.5992010865291	630.019208599762	709.618409686291
cel-miR-40-5p(*)	67.0738109678218	1101.38958757442	1168.46339854224	1.5821044995843	16.2956763457183	17.8777808453026	0.7999952000288	8.93327973365493	9.73327493368373	0.503454959660671	3.02072975796403	3.5241847176247	14.0523261785803	72.9382644507264	86.9905906293067	16.493417064914	100.774778266624	117.268195331538	0.42340000577941	5.61005007657718	6.03345008235659
cel-miR-259-5p	31.4996168330191	163.296521094557	194.796137927576	74.0424905805453	93.8187968253491	167.861287405894	47.7330469350517	98.2660770702043	145.999124005256	25.0049296631467	95.8242606554144	120.829190318561	33.9597882649024	114.426084597011	148.385872861913	23.9154547441252	86.2605712495001	110.176025993625	139.404451902871	363.383054960179	502.787506863049
cel-miR-54-5p(*)	56.8873677133629	192.915563788291	249.802931501654	42.2421901389009	238.264937637396	280.507127776297	57.7329869354117	222.265333074668	279.99832001008	33.8993006171519	116.465914001502	150.365214618654	30.4467067202573	150.72792722501	181.174633945268	45.8516994404608	104.073461679607	149.925161120068	11.9610501632683	63.0866008611321	75.0476510244004
cel-miR-86-3p(*)	2.97757572053415	81.0214025008502	83.9989782213843	1.74031494954273	202.984007296666	204.724322246209	8.26661706696427	421.064140281825	429.330757348789	4.53109463694604	102.53699345089	107.068088087836	5.18597751828559	160.263434274761	165.449411793047	3.95842009557935	102.094251631817	106.052671727397	10.2674501401507	140.674651920209	150.94210206036
cel-miR-65-3p(*)	593.164426432723	9.8730142312448	603.037440663968	7.27768069808779	0.474631349875291	7.75231204796308	9.99994000036	0.266665066676267	10.2666050670363	17.7887419080104	0.16781831988689	17.9565602278973	27.6027835650685	0.501868792092154	28.1046523571606	16.9882195768614	0	16.9882195768614	382.965305227476	7.93875010836394	390.90405533584
cel-miR-243-3p	2.97757572053415	25.2310363687367	28.2086120892709	24.8390406434735	125.619097266994	150.458137910467	41.5997504014976	222.665330674683	264.26508107618	51.6880425251623	207.926898339857	259.61494086502	36.9710010174553	101.712075197343	138.683076214799	25.3998622799675	93.5176747580622	118.91753703803	16.8301502297316	96.3235013148158	113.153651544547
cel-miR-58a-5p	96.065995615128	272.213106661464	368.279102276592	5.69557619850349	32.7495631413951	38.4451393398985	8.93327973365493	59.4663098688075	68.3995896024624	16.2783770290284	49.002949406972	65.2813264360004	41.4878201462847	93.8494641212328	135.337284267517	38.924464273197	73.0658375975689	111.990301870766	57.3707007831101	187.989602566058	245.360303349168
cel-miR-253-3p	78.8273993383513	63.4693772008594	142.296776539211	150.458137910467	49.5198708369887	199.978008747456	114.399313604118	54.2663410686203	168.665654672739	89.7828011394864	31.0463891790747	120.829190318561	67.5849973350767	43.9971641067455	111.582161441822	111.660433529468	57.5620255565497	169.222459086017	63.9334008726909	52.7133007195366	116.646701592227
cel-miR-788-3p(*)	4.54472083660475	5.48500790624711	10.0297287428519	57.5886037848686	16.1374658957599	73.7260696806285	191.865515473574	46.5330541350085	238.398569608582	279.417502611673	50.3454959660671	329.76299857774	197.234435292216	40.1495033673723	237.383938659589	85.4359003962543	9.5661818976501	95.0020822939044	2.96380004045587	2.32870003178676	5.29250007224263
cel-miR-72-3p(*)	9.55958520803068	471.083821890823	480.643407098854	1.26568359966744	20.5673584945959	21.8330420942634	3.06664826677707	33.3331333345333	36.3997816013104	3.5241847176247	20.1381983864269	23.6623831040516	3.17850234991697	59.5550966616023	62.7335990115192	4.61815677817591	49.9750537066893	54.5932104848652	7.93875010836394	203.232002774117	211.170752882481
cel-miR-356b-3p	9.40287069642362	140.572916911533	149.975787607957	14.2389404962587	75.4663846301712	89.7053251264299	15.7332389338997	72.1329005359301	87.8661394698299	8.55873431423141	46.1500379688949	54.7087722831263	9.36821745238687	76.1167668006433	85.4849842530302	7.09216933791301	50.6347903892859	57.7269597271989	24.9806003409852	319.34945435912	344.330054700105
cel-miR-230-5p(*)	2.19400316249884	7.99244009196008	10.1864432544589	54.7408156856169	64.0752322331642	118.816047918781	140.265825071716	155.865731472278	296.131556543994	94.98516905598	78.0355187474041	173.020687803384	76.4513459953714	54.0345399485886	130.48588594396	35.460846689565	23.2557180615287	58.7165647510937	17.0418502326213	51.3372507007535	68.3791009333747
cel-miR-71-3p(*)	137.908770214213	9.24615618481656	147.15492639903	23.4151465938477	7.27768069808779	30.6928272919355	55.999664002016	12.1332605337701	68.1329245357861	30.5429342194141	8.55873431423141	39.1016685336455	120.448510102117	11.5429822181195	131.991492320236	48.6555803414962	8.7415110444044	57.3970913859006	297.438504060036	48.055900655963	345.494404715999
cel-miR-51-3p(*)	34.3204780419462	230.997190108807	265.317668150753	3.00599854921017	11.8657837468823	14.8717822960924	3.06664826677707	10.6666026670507	13.7332509338277	13.0898289511775	53.8696806836918	66.9595096348693	29.1083899413449	205.264335965691	234.372725907036	36.7803200547581	151.244634485261	188.024954540019	3.70475005056984	19.7939502701874	23.4987003207573
cel-miR-61-5p(*)	47.0143534821181	217.833171133814	264.847524615932	8.22694339783837	35.4391407906884	43.6660841885267	14.3999136005184	61.7329629355557	76.1328765360741	10.0690991932134	45.3109463694604	55.3800455626739	21.0784892678705	97.5298352632419	118.608324531112	17.4830220888088	78.0138627170431	95.4968848058519	26.7800503655477	109.978151501202	136.758201866749
cel-miR-67-5p(*)	46.2307809240828	669.327679073755	715.558459997837	1.10747314970901	4.11347169891919	5.2209448486282	2.26665306674827	7.73328693361173	9.99994000036	1.34254655909512	3.18854807785092	4.53109463694604	1.33831677891241	4.01495033673723	5.35326711564964	0.989605023894838	3.46361758363193	4.45322260752677	2.0111500274522	37.7884505158123	39.7996005432645
cel-miR-4813-3p	83.3721201749561	139.005771795463	222.377891970419	113.120471720278	79.7380667790488	192.858538499326	53.4663458685915	22.5331981341445	75.999544002736	19.2991067869924	8.05527935457074	27.3543861415631	9.53550704975092	4.01495033673723	13.5504573864882	13.1947336519312	21.276508013739	34.4712416656702	95.7942513075915	80.9752511053122	176.769502412904
cel-miR-1822-3p	8.3058691151742	1.25371609285648	9.55958520803068	48.5706081372381	31.3256690917692	79.8962772290073	99.066072270233	92.6661106700027	191.732182940236	73.1687874706842	91.7966209781291	164.965408448813	61.7298614273349	79.2952691505603	141.025130577895	46.5114361230574	50.4698562186367	96.9812923416941	24.4513503337609	15.9833502181727	40.4347005519337
cel-miR-1829a-5p(*)	10.499872277673	45.4472083660475	55.9470806437205	15.5046240959262	44.2989259883605	59.8035500842866	46.6663866683467	97.8660794701898	144.532466138537	64.1065981967922	117.976278880484	182.082877077276	56.2093047143212	81.8046131110211	138.013917825342	22.5959813789321	50.6347903892859	73.230771768218	9.94990013581614	30.9082004218969	40.8581005577131
cel-miR-37-5p(*)	149.505644073136	406.047299573893	555.552943647029	1.89852539950116	0.31642089991686	2.21494629941802	0.533330133352533	0.266665066676267	0.7999952000288	0.671273279547562	0.671273279547562	1.34254655909512	9.36821745238687	9.53550704975092	18.9037245021378	16.493417064914	16.493417064914	32.9868341298279	34.7188004739116	24.0279503279815	58.7467508018931
cel-miR-250-5p(*)	16.9251672535625	399.465290086397	416.390457339959	2.84778809925174	5.37915529858663	8.22694339783837	3.1999808001152	10.6666026670507	13.8665834671659	3.69200303751159	11.7472823920823	15.4392854295939	6.1897151024699	18.4018557100456	24.5915708125155	4.12335426622849	12.2051286280363	16.3284828942648	10.6908501459301	151.788902071919	162.479752217849
cel-miR-239a-5p	8.14915460356714	44.193492273191	52.3426468767581	2.84778809925174	4.58810304879448	7.43589114804622	4.53330613349653	4.66663866683467	9.1999448003312	8.55873431423141	25.3405663029205	33.8993006171519	10.2046654392071	27.7700731624325	37.9747386016396	12.3700627986855	25.0699939386692	37.4400567373547	51.8665007079777	426.046255815531	477.912756523509
cel-miR-231-5p(*)	37.4547682740874	123.804464169578	161.259232443665	85.2754325275939	88.1232206268456	173.39865315444	60.7996352021888	73.3328933359733	134.132528538162	21.1451083057482	25.6762029426942	46.8213112484424	17.0635389311332	21.9149372546907	38.978476185824	24.5751914267218	32.4920316178805	57.0672230446023	16.512600225397	22.4402003063087	38.9528005317057
cel-miR-243-5p(*)	360.443376696239	0	360.443376696239	2.84778809925174	0	2.84778809925174	3.1999808001152	0	3.1999808001152	4.69891295683293	0	4.69891295683293	3.01121275255292	0	3.01121275255292	2.96881507168451	0	2.96881507168451	246.207103360727	0	246.207103360727
cel-miR-74-5p(*)	26.3280379499861	337.876487024822	364.204524974808	6.32841799833721	33.3824049412288	39.710822939566	8.3999496003024	55.999664002016	64.3996136023184	5.70582287615428	15.6071037494808	21.3129266256351	5.68784631037774	35.4653946411789	41.1532409515566	10.3908527508958	43.5426210513729	53.9334738022687	2.75210003756617	18.7354502557389	21.4875502933051
cel-miR-64-3p(*)	469.046533239932	0.783572558035302	469.830105797967	2.84778809925174	0	2.84778809925174	3.5999784001296	0	3.5999784001296	4.53109463694604	0	4.53109463694604	16.8962493337692	0	16.8962493337692	11.3804577747906	0	11.3804577747906	79.3875010836394	0.105850001444853	79.4933510850842
cel-miR-1-5p(*)	7.67901106874596	219.08688722667	226.765898295416	2.53136719933488	29.9017750421433	32.4331422414782	5.999964000216	49.4663698684475	55.4663338686635	4.53109463694604	32.5567540580567	37.0878486950028	12.8812989970319	83.3102194872975	96.1915184843295	8.24670853245698	59.8711039456377	68.1178124780947	2.43455003323161	63.5100008669115	65.9445509001431
cel-miR-247-3p	5.32829339464005	95.1257085454856	100.454001940126	0	28.4778809925174	28.4778809925174	1.5999904000576	143.465805871831	145.065796271889	4.19545799717226	147.512303180577	151.707761177749	0.669158389456205	30.7812859149854	31.4504443044416	0	14.3492728464752	14.3492728464752	6.56270008958086	91.3485512469077	97.9112513364886
cel-miR-73-5p(*)	67.7006690142501	235.698625457019	303.399294471269	9.49262699750581	28.9525123423927	38.4451393398985	11.999928000432	37.999772001368	49.9997000018	7.38400607502318	17.1174686284628	24.501474703486	16.8962493337692	28.4392315518887	45.3354808856579	18.1427587714054	48.6555803414962	66.7983391129016	8.99725012281246	19.370550264408	28.3678003872205
cel-miR-79-5p(*)	33.693619995518	291.802420612346	325.496040607864	4.42989259883605	17.7195703953442	22.1494629941802	7.1999568002592	18.9332197340149	26.1331765342741	3.69200303751159	12.4185556716299	16.1105587091415	4.51681912882938	13.048588594396	17.5654077232254	2.63894673038623	6.59736682596559	9.23631355635182	29.6380004045587	90.2900512324592	119.928051637018
cel-miR-34-3p(*)	1.09700158124942	25.7011799035579	26.7981814848073	6.8030493482125	12.1822046467991	18.9852539950116	9.33327733366933	21.999868000792	31.3331453344613	10.4047358329872	19.1312884671055	29.5360243000927	18.2345661126816	35.799973835907	54.0345399485886	14.3492728464752	22.5959813789321	36.9452542254073	77.5880510590769	239.326853266812	316.914904325888
cel-miR-232-3p	8.14915460356714	73.0289624088901	81.1781170124572	12.6568359966744	62.1767068336631	74.8335428303375	7.46662186693547	32.3998056011664	39.8664274681019	4.02763967728537	17.2852869483497	21.3129266256351	4.68410872619344	17.5654077232254	22.2495164494188	3.29868341298279	11.2155236041415	14.5142070171243	24.5572003352058	211.700002889705	236.257203224911
cel-lsy-6-3p	6.42529497588947	77.887112268709	84.3124072445984	6.96125979817093	47.4631349875291	54.4243947857	8.53328213364053	58.2663170687643	66.7995992024048	1.51036487898201	11.2438274324217	12.7541923114037	1.17102718154836	8.53176946556662	9.70279664711497	0.494802511947419	8.41164270310612	8.90644521505354	14.3956001964999	225.248803074646	239.644403271146
cel-miR-5592-3p	9.24615618481656	6.89543851071065	16.1415946955272	0	0	0	0.133332533338133	0	0.133332533338133	43.4649448507046	42.4580349313833	85.9229797820879	100.206468821067	118.10645573902	218.312924560087	56.5724205326549	68.447680819393	125.020101352048	11.2201001531544	10.4791501430404	21.6992502961948
cel-miR-1829b-5p	77.1035397106737	303.085865448055	380.189405158728	0.791052249792151	1.42389404962587	2.21494629941802	0.133332533338133	0.666662666690667	0.7999952000288	1.00690991932134	4.36327631705915	5.37018623638049	3.51308154464508	9.70279664711497	13.2158781917601	2.47401255973709	6.26749848466731	8.7415110444044	13.3371001820514	33.4486004565734	46.7857006386248
cel-miR-39-5p(*)	36.357766692838	269.705674475751	306.063441168589	0.632841799833721	0.949262699750581	1.5821044995843	0.666662666690667	0.3999976000144	1.06666026670507	1.00690991932134	0.839091599434452	1.8460015187558	10.0373758418431	34.9635258490867	45.0009016909298	28.0388090103537	59.046433092392	87.0852421027457	1.05850001444853	5.71590007802204	6.77440009247056
cel-miR-36-3p	314.369310283763	0	314.369310283763	0.15821044995843	0	0.15821044995843	0	0	0	0	0	0	0.501868792092154	0	0.501868792092154	2.47401255973709	0	2.47401255973709	109.660601496867	0	109.660601496867
cel-miR-8196a-3p	135.4013380285	0.15671451160706	135.558052540107	49.8362917369055	1.5821044995843	51.4183962364898	69.5995824025056	1.33332533338133	70.9329077358869	42.2902166114964	0.503454959660671	42.7936715711571	23.2532540336031	1.17102718154836	24.4242812151515	19.6271663072476	0.494802511947419	20.121968819195	77.3763510561872	1.27020001733823	78.6465510735254
cel-miR-240-5p(*)	1.25371609285648	0.783572558035302	2.03728865089178	0.791052249792151	0.15821044995843	0.949262699750581	0.533330133352533	0.3999976000144	0.933327733366933	92.3000759377898	52.1914974848229	144.491573422613	122.455985270486	56.0420151169572	178.498000387443	61.8503139934274	31.0076240820383	92.8579380754656	0.952650013003673	0.952650013003673	1.90530002600735
cel-miR-66-3p(*)	261.399805360577	52.6560758999723	314.055881260549	2.21494629941802	0	2.21494629941802	2.53331813342453	0.3999976000144	2.93331573343893	7.55182439491007	0.839091599434452	8.39091599434452	14.2196157759444	2.00747516836861	16.227090944313	7.42203767921129	0.989605023894838	8.41164270310612	53.2425507267608	9.20895012570217	62.451500852463
cel-miR-49-5p(*)	38.7084843669439	36.9846247392662	75.6931091062101	31.1674586418107	44.2989259883605	75.4663846301712	30.6664826677707	48.9330397350949	79.5995224028656	14.2645571903857	27.3543861415631	41.6189433319488	12.0448510102117	19.9074620863221	31.9523130965338	23.9154547441252	53.9334738022687	77.8489285463939	9.52650013003673	5.50420007513233	15.0307002051691
cel-miR-4813-5p(*)	0.940287069642362	0	0.940287069642362	0.791052249792151	23.889777943723	24.6808301935151	3.999976000144	37.0664442680011	41.0664202681451	2.01381983864269	21.1451083057482	23.1589281443909	1.50560637627646	28.4392315518887	29.9448379281652	23.2557180615287	251.854478581236	275.110196642765	0.211700002889705	0	0.211700002889705
cel-miR-67-3p	9.55958520803068	62.5290901312171	72.0886753392477	11.7075732969238	15.0299927460509	26.7375660429747	9.5999424003456	11.8665954670939	21.4665378674395	5.70582287615428	12.7541923114037	18.460015187558	6.02242550510585	17.7326973205894	23.7551228256953	5.44282763142161	13.3596678225803	18.8024954540019	45.3038006183969	166.184502268418	211.488302886815
cel-miR-1829c-5p	20.9997445553461	102.648005102624	123.647749657971	5.06273439866977	13.4478882464666	18.5106226451363	7.5999544002736	24.7998512008928	32.3998056011664	9.23000759377898	27.6900227813369	36.9200303751159	11.5429822181195	27.2682043703404	38.8111865884599	5.77269597271989	30.1829532287926	35.9556492015124	24.3455003323161	80.1284510937534	104.473951426069
cel-miR-794-5p	0.15671451160706	3.76114827856945	3.91786279017651	0.31642089991686	27.5286182927669	27.8450391926837	0.533330133352533	74.7995512026928	75.3328813360453	0.16781831988689	74.6791523496663	74.8469706695532	1.00373758418431	76.9532147874636	77.9569523716479	0.494802511947419	58.2217622391463	58.7165647510937	1.90530002600735	55.7829507614373	57.6882507874446
cel-miR-1821-3p	0.626858046428241	9.24615618481656	9.8730142312448	16.7703076955936	143.971509462172	160.741817157765	11.4665978670795	99.8660674702619	111.332665337341	1.17472823920823	14.4323755102726	15.6071037494808	1.33831677891241	13.3831677891241	14.7214845680365	1.81427587714054	9.23631355635182	11.0505894334924	2.75210003756617	43.6102005952792	46.3623006328454
cel-miR-228-3p(*)	4.70143534821181	101.080859986554	105.782295334766	8.22694339783837	40.818296089275	49.0452394871134	13.7332509338277	64.9329437356709	78.6661946694987	8.89437095400519	26.011839582468	34.9062105364732	3.34579194728103	29.6102587334371	32.9560506807181	3.13374924233365	11.7103261160889	14.8440753584226	1.58775002167279	37.2592005085881	38.8469505302609
cel-miR-797-5p	3.44771925535533	22.0967461365955	25.5444653919508	2.37315674937645	14.3971509462172	16.7703076955936	16.2665690672523	80.2661850695563	96.5327541368085	15.6071037494808	71.1549676320415	86.7620713815224	3.84766073937318	12.3794302049398	16.227090944313	2.96881507168451	4.78309094882505	7.75190602050956	18.1003502470698	86.5853011818894	104.685651428959
cel-miR-239a-3p(*)	9.40287069642362	41.3726310642639	50.7755017606875	10.4418896972564	15.9792554458015	26.4211451430578	10.3999376003744	8.53328213364053	18.9332197340149	7.0483694352494	11.7472823920823	18.7956518273317	7.69532147874636	16.394380541677	24.0897020204234	7.25710350856215	8.41164270310612	15.6687462116683	44.8804006126175	152.318152079143	197.19855269176
cel-miR-42-5p(*)	166.430811326698	78.9841138499584	245.414925176656	7.75231204796308	1.10747314970901	8.85978519767209	14.2665810671803	2.26665306674827	16.5332341339285	5.53800455626739	1.00690991932134	6.54491447558873	2.67663355782482	0.669158389456205	3.34579194728103	7.58697184986043	1.15453919454398	8.7415110444044	45.8330506256211	12.913700176272	58.7467508018931
cel-miR-48-3p(*)	2.3507176741059	14.5744495794566	16.9251672535625	0.31642089991686	3.32241944912703	3.6388403490439	11.8665954670939	50.6663626684907	62.5329581355845	14.0967388704988	64.4422348365659	78.5389737070647	19.9074620863221	96.5260976790576	116.43355976538	9.89605023894838	42.8828843687763	52.7789346077247	0.740950010113968	12.8078501748272	13.5488001849411
cel-miR-35-5p(*)	73.9692494785325	179.908259324905	253.877508803438	2.37315674937645	0.632841799833721	3.00599854921017	0.933327733366933	0.7999952000288	1.73332293339573	0.335636639773781	1.34254655909512	1.6781831988689	4.34952953146533	9.87008624447903	14.2196157759444	9.89605023894838	20.9466396724407	30.8426899113891	26.2508003583234	3.17550004334558	29.426300401669
cel-miR-795-5p	0.940287069642362	6.11186595267535	7.05215302231771	1.74031494954273	22.4658838940971	24.2061988436398	8.53328213364053	121.199272804363	129.732554938004	9.73346255343965	74.1756973900056	83.9091599434452	7.1934526866542	48.5139832355749	55.7074359222291	2.96881507168451	20.121968819195	23.0907838908796	0.740950010113968	7.40950010113968	8.15045011125364
cel-miR-249-3p	1.88057413928472	6.58200948749653	8.46258362678126	52.6840798361573	33.3824049412288	86.066484777386	63.999616002304	43.8664034682459	107.86601947055	19.6347434267662	11.5794640721954	31.2142074989616	14.5541949706725	15.5579325548568	30.1121275255292	10.7207210921941	7.9168401911587	18.6375612833528	7.62120010402938	24.5572003352058	32.1784004392352
cel-miR-241-3p(*)	0.15671451160706	5.48500790624711	5.64172241785417	0	4.90452394871134	4.90452394871134	1.73332293339573	56.7996592020448	58.5329821354405	6.37709615570184	91.1253476985815	97.5024438542834	6.69158389456205	75.4476084111871	82.1391923057492	4.12335426622849	35.7907150308633	39.9140692970918	0.317550004334558	7.19780009824997	7.51535010258453
cel-miR-5551-5p	4.85814985981887	3.60443376696239	8.46258362678126	29.1107227923512	36.5466139403974	65.6573367327485	36.7997792013248	30.1331525344181	66.9329317357429	30.710752539301	20.8094716659744	51.5202242052754	27.7700731624325	16.5616701390411	44.3317433014736	19.7921004778968	11.0505894334924	30.8426899113891	6.77440009247056	2.96380004045587	9.73820013292643
cel-miR-41-5p(*)	3.76114827856945	41.686060087478	45.4472083660475	1.10747314970901	0.949262699750581	2.05673584945959	3.33331333345333	3.06664826677707	6.3999616002304	2.34945647841647	5.37018623638049	7.71964271479696	16.394380541677	62.2317302194271	78.6261107611041	29.6881507168451	104.073461679607	133.761612396452	0.635100008669115	1.69360002311764	2.32870003178676
cel-miR-55-5p(*)	38.865198878551	132.110333284752	170.975532163303	1.42389404962587	1.10747314970901	2.53136719933488	2.13332053341013	3.999976000144	6.13329653355413	3.5241847176247	3.85982135739848	7.38400607502318	9.53550704975092	7.1934526866542	16.7289597364051	8.24670853245698	4.28828843687763	12.5349969693346	22.1226503019742	27.9444003814411	50.0670506834152
cel-miR-60-5p(*)	9.0894416732095	167.841241931162	176.930683604371	1.26568359966744	0.632841799833721	1.89852539950116	0.7999952000288	3.06664826677707	3.86664346680587	0.335636639773781	4.86673127671982	5.2023679164936	2.00747516836861	9.20092785502282	11.2084030233914	0.16493417064914	4.12335426622849	4.28828843687763	4.33985005923895	51.9723507094226	56.3122007686615
cel-miR-82-5p(*)	1.88057413928472	5.48500790624711	7.36558204553183	4.27168214887762	14.713571846134	18.9852539950116	3.33331333345333	12.9332557337989	16.2665690672523	6.37709615570184	9.06218927389208	15.4392854295939	44.6663224962017	55.8747255195931	100.541048015795	30.5128215700908	43.3776868807237	73.8905084508146	0.211700002889705	0.952650013003673	1.16435001589338
cel-miR-1020-3p	1.09700158124942	0.313429023214121	1.41043060446354	17.0867285955105	1.10747314970901	18.1942017452195	52.6663506685627	4.93330373351093	57.5996544020736	60.0789585195068	5.87364119604117	65.9525997155479	35.6326842385429	6.35700469983395	41.9896889383769	32.6569657885297	4.45322260752677	37.1101883960564	4.55155006212866	3.70475005056984	8.2563001126985
cel-miR-90-5p(*)	5.17157888303299	62.6858046428241	67.8573835258571	0.791052249792151	8.06873294787994	8.85978519767209	3.86664346680587	32.2664730678283	36.1331165346341	2.85291143807714	18.6278335074448	21.480744945522	1.67289597364051	15.3906429574927	17.0635389311332	2.14414421843882	16.1635487236157	18.3076929420545	5.50420007513233	46.1506006299557	51.654800705088
cel-miR-78	5.01486437142593	23.6638912526661	28.678755624092	0.791052249792151	0.632841799833721	1.42389404962587	0.533330133352533	3.33331333345333	3.86664346680587	4.86673127671982	13.9289205506119	18.7956518273317	16.227090944313	27.6027835650685	43.8298745093814	16.8232854062122	26.0595989625641	42.8828843687763	3.81060005201469	73.4599010027277	77.2705010547423
cel-miR-357-3p	2.82086120892709	6.73872399910359	9.55958520803068	0.31642089991686	0.474631349875291	0.791052249792151	0.7999952000288	0.266665066676267	1.06666026670507	37.7591219745503	65.2813264360004	103.040448410551	17.7326973205894	28.1046523571606	45.8373496777501	9.5661818976501	13.8544703345277	23.4206522321778	5.08080006935292	9.10310012425732	14.1839001936102
cel-miR-1829a-3p(*)	6.11186595267535	23.9773202758802	30.0891862285556	1.74031494954273	6.96125979817093	8.70157474771366	6.93329173358293	14.6665786671947	21.5998704007776	13.9289205506119	33.2280273376043	47.1569478882162	12.5467198023038	26.4317563835201	38.978476185824	6.92723516726387	22.7609155495813	29.6881507168451	3.38720004623528	12.4903001704926	15.8775002167279
cel-miR-5592-5p(*)	6.26858046428241	18.6490268812402	24.9176073455226	0	0	0	0.133332533338133	0	0.133332533338133	15.7749220693677	8.89437095400519	24.6692930233729	36.4691322253632	23.9224124230593	60.3915446484225	28.8634798635994	11.5453919454398	40.4088718090392	11.3259501545992	27.9444003814411	39.2703505360403
cel-miR-791-3p	3.60443376696239	12.8505899517789	16.4550237187413	13.606098696425	11.2329419470485	24.8390406434735	22.7998632008208	11.7332629337557	34.5331261345765	3.35636639773781	2.18163815852958	5.53800455626739	2.84392315518887	1.00373758418431	3.84766073937318	2.63894673038623	1.15453919454398	3.79348592493021	17.253550235511	78.223151067746	95.476701303257
cel-miR-81-5p(*)	1.88057413928472	14.2610205562425	16.1415946955272	1.26568359966744	8.70157474771366	9.9672583473811	2.13332053341013	16.2665690672523	18.3998896006624	4.86673127671982	14.9358304699333	19.8025617466531	8.86634866029472	72.4363956586342	81.3027443189289	6.76230099661473	29.8530848874943	36.615385884109	1.05850001444853	1.05850001444853	2.11700002889705
cel-miR-57-3p(*)	8.14915460356714	62.37237561961	70.5215302231771	3.63884034904389	10.7583105971733	14.3971509462171	10.2666050670363	24.6665186675547	34.9331237345909	1.8460015187558	6.71273279547562	8.55873431423141	1.50560637627646	6.8588734919261	8.36447986820256	1.6493417064914	4.45322260752677	6.10256431401817	14.1839001936102	26.0391003554337	40.223000549044
cel-miR-87-5p(*)	14.5744495794566	140.886345934747	155.460795514204	0.791052249792151	1.10747314970901	1.89852539950116	0.933327733366933	1.86665546673387	2.7999832001008	1.17472823920823	0.839091599434452	2.01381983864269	0.669158389456205	3.17850234991697	3.84766073937318	0	0.659736682596559	0.659736682596559	4.65740006357351	4.44570006068381	9.10310012425732
cel-miR-4816-5p(*)	11.5968738589225	25.3877508803438	36.9846247392662	14.0807300463003	9.17620609758895	23.2569361438892	22.9331957341589	15.7332389338997	38.6664346680587	15.271467109707	6.54491447558873	21.8163815852958	11.3756926207555	6.1897151024699	17.5654077232254	13.3596678225803	5.93763014336903	19.2972979659493	3.17550004334558	13.2312501806066	16.4067502239521
cel-miR-1819-3p	3.13429023214121	2.03728865089178	5.17157888303299	8.70157474771366	8.06873294787994	16.7703076955936	16.6665666672667	14.7999112005328	31.4664778677995	31.7176624586223	18.9634701472186	50.6811326058409	19.2383036968659	13.2158781917601	32.4541818886259	10.8856552628432	8.24670853245698	19.1323637953002	2.54040003467646	4.76325006501836	7.30365009969482
cel-miR-38-5p(*)	11.9103028821366	117.692598216902	129.602901099039	0	0.31642089991686	0.31642089991686	0.133332533338133	0.3999976000144	0.533330133352533	0	0.671273279547562	0.671273279547562	0.669158389456205	4.01495033673723	4.68410872619344	1.97921004778968	16.1635487236157	18.1427587714054	0.529250007224263	0.635100008669115	1.16435001589338
